Yaw,Pitch,Roll,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
-177.457,-033.171,+012.889,+0.344,+0.575,+2.419,-05.2550,-02.2690,-07.4710,+00.066098,+00.121869,+00.115131
-177.416,-033.084,+012.927,+0.339,+0.555,+2.430,-05.2310,-01.4440,-07.8680,+00.063346,+00.074312,-00.007524
-177.381,-033.007,+013.018,+0.335,+0.556,+2.462,-05.0790,-01.4820,-07.9850,+00.134647,+00.076587,+00.032997
-177.238,-032.924,+013.149,+0.335,+0.565,+2.430,-05.2550,-01.6380,-07.6790,+00.209036,+00.102609,+00.097130
-177.073,-032.824,+013.273,+0.335,+0.570,+2.424,-05.1940,-02.2840,-07.5150,+00.157229,+00.114628,+00.095956
-176.938,-032.710,+013.350,+0.325,+0.565,+2.440,-05.2420,-02.0250,-07.7630,+00.109560,+00.122358,+00.069948
-176.806,-032.575,+013.403,+0.325,+0.585,+2.424,-05.3650,-01.5250,-07.8440,+00.111339,+00.151254,+00.075409
-176.647,-032.407,+013.480,+0.321,+0.590,+2.429,-05.1680,-01.6190,-07.8920,+00.157221,+00.176879,+00.081135
-176.480,-032.218,+013.597,+0.312,+0.585,+2.407,-05.1110,-01.5570,-07.7920,+00.210103,+00.193889,+00.086380
-176.250,-032.033,+013.716,+0.298,+0.635,+2.417,-05.0320,-01.6390,-07.7860,+00.210869,+00.194724,+00.165573
-175.848,-031.896,+013.742,+0.302,+0.610,+2.428,-04.9480,-01.1220,-07.7110,+00.218432,+00.179236,+00.338366
-175.163,-031.818,+013.668,+0.293,+0.605,+2.444,-04.9990,-01.0620,-07.8110,+00.267193,+00.190570,+00.551405
-174.260,-031.825,+013.528,+0.298,+0.620,+2.417,-04.6620,-02.0160,-07.5720,+00.305033,+00.124809,+00.688541
-173.306,-031.932,+013.493,+0.307,+0.615,+2.434,-05.0210,-03.8470,-07.9950,+00.513677,+00.079607,+00.742644
-172.037,-032.078,+013.432,+0.312,+0.635,+2.434,-05.1240,-00.9480,-08.8310,+00.617297,+00.149743,+01.047304
-170.352,-032.168,+013.372,+0.307,+0.684,+2.401,-04.9170,-01.8820,-07.8980,+00.764682,+00.245241,+01.327548
-168.531,-032.239,+013.229,+0.316,+0.699,+2.412,-04.7340,-03.2660,-07.5430,+00.681555,+00.237891,+01.294729
-166.789,-032.316,+013.029,+0.330,+0.724,+2.412,-04.9620,-01.9800,-07.9180,+00.620967,+00.238347,+01.283935
-164.965,-032.350,+012.746,+0.326,+0.729,+2.390,-05.1150,-02.2880,-07.6010,+00.585961,+00.271769,+01.326183
-163.331,-032.389,+012.358,+0.330,+0.728,+2.391,-05.3810,-02.8720,-07.5460,+00.336677,+00.206730,+01.055278
-162.326,-032.420,+011.938,+0.335,+0.714,+2.396,-05.3230,-02.7870,-07.5320,-00.038933,+00.085166,+00.502374
-162.117,-032.397,+011.659,+0.335,+0.738,+2.364,-05.9840,+00.6780,-08.3580,-00.076851,+00.088809,+00.014460
-162.178,-032.232,+011.696,+0.330,+0.724,+2.391,-05.0190,-01.5340,-07.8280,+00.026541,+00.127167,-00.100631
-162.307,-032.061,+011.828,+0.330,+0.724,+2.412,-04.9380,-01.5420,-07.8650,+00.068966,+00.119073,-00.133657
-162.435,-031.915,+011.960,+0.326,+0.738,+2.380,-04.9180,-02.1130,-07.8680,+00.038845,+00.101729,-00.105661
-162.514,-031.776,+012.013,+0.321,+0.714,+2.396,-05.0540,-02.0860,-07.8320,-00.001029,+00.119314,-00.065121
-162.527,-031.627,+011.996,+0.316,+0.724,+2.406,-04.8930,-02.0120,-07.8170,-00.036240,+00.127598,-00.019306
