Yaw,Pitch,Roll,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
-159.489,-026.624,-006.602,+0.082,-0.220,+2.586,-04.1430,+00.8840,-08.3980,-00.045346,-00.059357,+00.007130
-159.455,-026.683,-006.601,+0.078,-0.255,+2.564,-04.2590,+00.8880,-08.5900,+00.051791,-00.049462,+00.032010
-159.385,-026.747,-006.567,+0.073,-0.250,+2.553,-04.3900,+00.7210,-08.4410,+00.054906,-00.076480,+00.063109
-159.275,-026.827,-006.549,+0.082,-0.235,+2.575,-04.2260,+00.7820,-08.1040,+00.064160,-00.079221,+00.075876
-159.192,-026.882,-006.443,+0.087,-0.256,+2.559,-03.9290,+01.6000,-08.7670,+00.153827,-00.042790,+00.048094
-159.165,-026.965,-006.239,+0.078,-0.245,+2.580,-04.3340,+00.7360,-08.5080,+00.160017,-00.101255,-00.020409
-159.225,-027.101,-006.121,+0.092,-0.216,+2.591,-04.5350,+00.7450,-08.2250,+00.041978,-00.113015,-00.066908
-159.285,-027.207,-006.086,+0.092,-0.216,+2.553,-04.5920,+00.6260,-08.0880,-00.003090,-00.070259,-00.046510
-159.296,-027.279,-006.074,+0.101,-0.221,+2.576,-04.4970,+00.9540,-08.4020,+00.011304,-00.054715,-00.005800
-159.345,-027.326,-006.053,+0.082,-0.196,+2.564,-04.5170,+00.9860,-08.3440,-00.013034,-00.037112,-00.063446
-159.427,-027.398,-006.045,+0.101,-0.241,+2.576,-04.5720,+00.6850,-08.2450,-00.040375,-00.066351,-00.069292
-159.480,-027.477,-006.084,+0.096,-0.216,+2.570,-04.4500,+00.4610,-08.2130,-00.074204,-00.056128,-00.024205
-159.433,-027.512,-006.255,+0.101,-0.221,+2.565,-04.5420,+00.2610,-08.1080,-00.167339,-00.018901,+00.068684
-159.310,-027.516,-006.563,+0.096,-0.236,+2.570,-04.2870,+01.1240,-08.0930,-00.237581,-00.030317,+00.097133
-159.203,-027.575,-006.875,+0.101,-0.221,+2.570,-04.2700,+01.4980,-08.5140,-00.189193,-00.069845,+00.061031
-159.129,-027.628,-007.073,+0.092,-0.236,+2.564,-04.5530,+00.7980,-08.4600,-00.123587,-00.034725,+00.055502
-158.991,-027.593,-007.259,+0.096,-0.216,+2.564,-04.7150,+00.8120,-08.4040,-00.107413,+00.051798,+00.148833
-158.748,-027.451,-007.497,+0.096,-0.251,+2.565,-04.3080,+01.3430,-08.2160,-00.110895,+00.116236,+00.213789
-158.539,-027.313,-007.721,+0.087,-0.260,+2.570,-04.3070,+01.2690,-08.2880,-00.111232,+00.081350,+00.144594
-158.428,-027.238,-007.908,+0.078,-0.270,+2.575,-04.3570,+01.1700,-08.3650,-00.120317,+00.045817,+00.067943
-158.363,-027.165,-008.054,+0.082,-0.280,+2.564,-04.2700,+01.2150,-08.4350,-00.081651,+00.068324,+00.057601
-158.312,-027.067,-008.124,+0.078,-0.260,+2.558,-04.2000,+01.2200,-08.5160,-00.018682,+00.079589,+00.054022
-158.231,-026.995,-008.194,+0.073,-0.290,+2.575,-04.1540,+01.0890,-08.3920,-00.035490,+00.033504,+00.075715
-158.139,-026.984,-008.292,+0.073,-0.256,+2.526,-04.1460,+01.1560,-08.3330,-00.052979,-00.024023,+00.065883
-158.058,-027.047,-008.409,+0.078,-0.270,+2.559,-04.2250,+01.2530,-08.3110,-00.074797,-00.088317,+00.043277
-157.983,-027.173,-008.533,+0.087,-0.285,+2.565,-04.3860,+01.2570,-08.2490,-00.080997,-00.127326,+00.044142
-157.890,-027.305,-008.641,+0.087,-0.271,+2.548,-04.1660,+01.3580,-08.3680,-00.043629,-00.123907,+00.051576
-157.828,-027.456,-008.707,+0.078,-0.280,+2.564,-04.2320,+01.3670,-08.3370,-00.024237,-00.151610,+00.011566
-157.815,-027.643,-008.733,+0.096,-0.315,+2.565,-04.3760,+01.3830,-08.2720,-00.020820,-00.166161,-00.029189
-157.840,-027.836,-008.753,+0.101,-0.281,+2.565,-04.4910,+01.2900,-08.2940,-00.025824,-00.155457,-00.050012
-157.890,-028.004,-008.756,+0.110,-0.286,+2.560,-04.5430,+01.3430,-08.2590,-00.020901,-00.125925,-00.069489
-157.980,-028.124,-008.725,+0.110,-0.306,+2.560,-04.5480,+01.4180,-08.2920,+00.001837,-00.072903,-00.095202
-158.118,-028.183,-008.630,+0.115,-0.301,+2.560,-04.5320,+01.2910,-08.2010,+00.035698,-00.020763,-00.120131
-158.273,-028.215,-008.507,+0.120,-0.261,+2.571,-04.5450,+01.2240,-08.2160,+00.045121,-00.006627,-00.125680
-158.439,-028.250,-008.380,+0.110,-0.296,+2.560,-04.4680,+01.1220,-08.2510,+00.043518,-00.015975,-00.134219
-158.604,-028.309,-008.230,+0.115,-0.266,+2.538,-04.4070,+01.1390,-08.2760,+00.071635,-00.045697,-00.126231
-158.746,-028.414,-008.070,+0.115,-0.256,+2.576,-04.4430,+01.1000,-08.2900,+00.083844,-00.098942,-00.117211
-158.854,-028.589,-007.929,+0.129,-0.286,+2.561,-04.4520,+01.1450,-08.2650,+00.071496,-00.166421,-00.098049
-158.938,-028.845,-007.798,+0.129,-0.256,+2.550,-04.4850,+01.1140,-08.2090,+00.086389,-00.242348,-00.094622
-159.021,-029.219,-007.652,+0.148,-0.236,+2.567,-04.5340,+01.2200,-08.2300,+00.095505,-00.362753,-00.114935
-159.117,-029.735,-007.469,+0.171,-0.286,+2.574,-04.6990,+01.2020,-08.1710,+00.141600,-00.479096,-00.135890
-159.189,-030.395,-007.239,+0.185,-0.247,+2.552,-04.8260,+01.1310,-08.1530,+00.182184,-00.620253,-00.126533
-159.223,-031.275,-006.986,+0.223,-0.217,+2.575,-04.8110,+01.0380,-08.1670,+00.216744,-00.852796,-00.116114
-159.239,-032.450,-006.704,+0.251,-0.257,+2.555,-04.9540,+01.0560,-08.0500,+00.246826,-01.123876,-00.150664
-159.304,-033.986,-006.384,+0.307,-0.223,+2.541,-05.2040,+01.0850,-07.9890,+00.248845,-01.455660,-00.233282
-159.456,-035.948,-006.007,+0.372,-0.203,+2.566,-05.5470,+00.8880,-07.9070,+00.251686,-01.844532,-00.326423
-159.663,-038.427,-005.539,+0.457,-0.199,+2.537,-05.3490,+00.9090,-07.9420,+00.344705,-02.334061,-00.365224
-159.835,-041.543,-004.867,+0.559,-0.181,+2.514,-06.0080,+00.6460,-07.6370,+00.565567,-02.937866,-00.375516
-160.060,-045.411,-004.008,+0.700,-0.142,+2.503,-06.3450,+00.6280,-07.2760,+00.647850,-03.621812,-00.431181
-160.465,-050.189,-002.838,+0.821,-0.134,+2.449,-07.0200,+00.3700,-07.2790,+00.849512,-04.489893,-00.530474
-161.465,-056.073,-000.899,+1.013,-0.071,+2.364,-07.4890,+01.7870,-07.8060,+01.145718,-05.493951,-00.783008
