Yaw,Pitch,Roll,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
+087.407,-018.656,+009.565,+0.809,+1.102,+2.520,-03.0170,-01.4950,-08.8400,+00.002798,+00.001284,+00.001230
+087.408,-018.654,+009.567,+0.805,+1.078,+2.547,-03.0210,-01.4920,-08.7930,+00.000528,+00.001006,+00.001125
+087.408,-018.654,+009.566,+0.800,+1.092,+2.509,-02.9960,-01.4550,-08.8120,-00.000454,-00.000093,+00.000872
+087.408,-018.654,+009.565,+0.814,+1.087,+2.515,-03.0050,-01.4980,-08.8210,-00.000179,-00.000246,+00.000799
+087.408,-018.653,+009.567,+0.805,+1.063,+2.547,-03.0260,-01.5150,-08.8280,+00.001871,+00.000194,+00.000355
+087.407,-018.654,+009.568,+0.805,+1.073,+2.515,-03.0080,-01.5010,-08.8140,+00.000531,-00.001116,+00.000989
+087.408,-018.656,+009.567,+0.805,+1.102,+2.520,-03.0170,-01.4780,-08.8190,-00.001759,-00.002437,+00.003706
+087.410,-018.658,+009.564,+0.800,+1.073,+2.541,-03.0100,-01.4670,-08.8190,-00.000783,-00.002198,+00.003468
+087.410,-018.660,+009.564,+0.814,+1.107,+2.526,-03.0300,-01.4890,-08.8540,+00.001824,-00.000616,+00.000338
+087.411,-018.658,+009.563,+0.800,+1.078,+2.536,-03.0430,-01.4270,-08.8250,+00.002456,+00.002293,+00.001315
+087.411,-018.656,+009.565,+0.800,+1.068,+2.536,-03.0160,-01.4880,-08.8380,+00.001739,+00.001450,+00.001235
+087.414,-018.653,+009.562,+0.809,+1.088,+2.531,-03.0370,-01.4530,-08.8270,-00.002957,+00.004345,+00.002318
+087.411,-018.647,+009.562,+0.809,+1.112,+2.536,-03.0200,-01.5100,-08.7990,-00.000543,+00.005742,-00.002830
+087.407,-018.640,+009.563,+0.795,+1.073,+2.547,-02.9960,-01.4910,-08.8480,-00.001570,+00.005589,-00.002782
+087.403,-018.634,+009.562,+0.809,+1.078,+2.536,-03.0210,-01.4550,-08.8230,+00.000142,+00.005022,-00.002731
+087.401,-018.628,+009.563,+0.800,+1.073,+2.531,-03.0260,-01.4170,-08.8560,+00.003177,+00.002482,-00.002675
+087.395,-018.624,+009.569,+0.800,+1.063,+2.536,-03.0010,-01.4910,-08.8010,+00.004329,+00.003080,-00.005253
+087.390,-018.619,+009.574,+0.814,+1.097,+2.520,-02.9850,-01.5030,-08.8420,+00.000299,+00.003128,-00.001244
+087.390,-018.614,+009.577,+0.800,+1.102,+2.520,-03.0130,-01.4950,-08.8160,+00.004453,+00.003843,+00.001008
+087.388,-018.608,+009.581,+0.805,+1.063,+2.542,-03.0160,-01.5110,-08.8680,+00.003126,+00.004023,-00.001555
+087.384,-018.604,+009.586,+0.805,+1.087,+2.504,-03.0170,-01.5070,-08.8260,+00.003423,+00.001663,-00.001801
+087.380,-018.601,+009.589,+0.791,+1.102,+2.514,-02.9950,-01.5130,-08.8310,+00.003165,+00.001223,-00.002710
+087.378,-018.600,+009.594,+0.795,+1.058,+2.536,-03.0090,-01.5350,-08.8330,+00.002229,-00.000270,+00.001833
+087.378,-018.602,+009.597,+0.795,+1.078,+2.509,-03.0130,-01.4920,-08.8370,+00.001575,-00.001627,+00.003345
