Yaw,Pitch,Roll,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
-103.372,+014.919,-055.058,-0.687,-1.070,+2.298,+02.7260,+06.0670,-00.3650,+00.276954,+00.745929,-00.188412
-103.763,+014.945,-055.474,-0.683,-1.085,+2.319,+02.7390,+08.5680,-00.8880,-00.451123,+00.071080,-00.056130
-103.592,+015.016,-056.369,-0.683,-1.095,+2.255,+02.1460,+08.6240,-03.6850,-01.100407,-00.123653,+00.206540
-103.279,+015.215,-058.165,-0.692,-1.134,+2.234,+03.0070,+08.6860,-04.8210,-01.830817,-00.082986,+00.345610
-102.968,+015.617,-060.190,-0.697,-1.193,+2.207,+03.5620,+08.8710,-03.6270,-01.953131,-00.097273,+00.479236
-102.480,+016.085,-062.534,-0.711,-1.253,+2.110,+03.6020,+11.1140,-04.4790,-02.259795,-00.182795,+00.670197
-101.907,+017.042,-064.967,-0.734,-1.292,+2.072,+03.8850,+10.2830,-05.3160,-02.191501,+00.022112,+01.090607
-101.435,+018.314,-067.849,-0.771,-1.361,+1.996,+04.2150,+08.9090,-05.2860,-02.900090,+00.147412,+01.194506
-101.284,+019.719,-071.250,-0.827,-1.400,+1.897,+04.2080,+08.4060,-03.1140,-03.052281,+00.362031,+01.151784
-101.323,+020.903,-075.000,-0.868,-1.464,+1.767,+04.1520,+10.0930,-02.8860,-03.369032,+00.343045,+00.916986
-101.491,+022.219,-079.074,-0.892,-1.513,+1.681,+04.3170,+09.9320,-02.1050,-03.555345,+00.389812,+01.190718
-101.793,+023.519,-083.409,-0.938,-1.548,+1.540,+03.8640,+07.7350,-01.6280,-03.649754,+00.472649,+00.934719
-102.512,+024.273,-087.331,-0.989,-1.602,+1.388,+04.1970,+08.8960,+00.4350,-03.069041,+00.665173,+00.506017
-103.109,+024.928,-091.316,-1.003,-1.627,+1.313,+04.8120,+09.0190,+01.6250,-03.467680,+00.377983,+00.595243
-103.412,+025.594,-095.112,-1.026,-1.637,+1.167,+05.5390,+08.4040,+02.6440,-02.980029,+00.061258,+00.575963
-103.314,+026.193,-097.870,-1.035,-1.618,+1.075,+05.3690,+08.3130,+01.4070,-02.191859,-00.194750,+00.465015
-103.121,+026.609,-100.567,-1.063,-1.662,+0.989,+04.9330,+08.9740,+01.5120,-02.669616,-00.221461,+00.269599
-102.941,+026.901,-104.378,-1.063,-1.668,+0.860,+05.0340,+08.0840,+01.8690,-03.782095,-00.111435,+00.160380
-102.938,+026.568,-109.249,-1.068,-1.683,+0.710,+05.1870,+05.0960,+03.9650,-04.591779,+00.118010,-00.636892
-102.430,+025.349,-114.694,-1.018,-1.690,+0.530,+05.3280,+06.9490,+01.6290,-04.800769,+00.250952,-01.337567
-102.356,+023.689,-118.530,-0.958,-1.716,+0.383,+04.9710,+09.6330,+06.4980,-02.774273,+00.515077,-01.183406
-101.795,+022.811,-121.528,-0.926,-1.726,+0.250,+04.8500,+08.7900,+07.4130,-02.952834,-00.303789,-00.747251
-100.645,+022.439,-125.061,-0.899,-1.727,+0.192,+04.6660,+06.4080,+06.2620,-03.901554,-00.715507,-00.901122
-099.039,+021.697,-129.871,-0.871,-1.669,-0.011,+04.1900,+05.3930,+04.6350,-05.168787,-00.512199,-01.583964
-097.258,+020.380,-135.160,-0.798,-1.642,-0.211,+03.8780,+09.1790,+04.9670,-05.122380,-00.152258,-01.777979
-096.203,+019.410,-140.045,-0.765,-1.584,-0.339,+04.6370,+09.2120,+07.0740,-04.203761,+00.095034,-00.827237
-095.768,+019.081,-144.787,-0.752,-1.482,-0.532,+05.0190,+04.9660,+08.8160,-04.255209,-00.064824,-00.356771
-095.098,+018.837,-149.784,-0.729,-1.369,-0.644,+04.3790,+02.4410,+10.1230,-04.949639,-00.195538,-00.831263
-093.705,+018.389,-155.320,-0.696,-1.282,-0.772,+02.5410,+05.5390,+09.5950,-05.347265,-00.098102,-01.301791
