Yaw,Pitch,Roll,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
+149.289,-021.123,-006.256,-0.113,-0.002,+2.563,-03.3820,+01.0070,-08.7610,+00.010601,+00.002398,-00.004441
+149.281,-021.119,-006.239,-0.127,-0.012,+2.562,-03.3970,+00.9470,-08.7910,+00.011200,+00.002575,-00.005170
+149.278,-021.115,-006.225,-0.113,+0.003,+2.546,-03.3900,+00.9750,-08.7480,+00.010352,+00.002656,-00.003136
+149.276,-021.111,-006.217,-0.108,-0.007,+2.557,-03.4010,+00.9550,-08.7780,+00.004567,+00.003036,+00.000904
+149.277,-021.108,-006.213,-0.113,+0.018,+2.579,-03.4120,+00.9640,-08.7970,+00.000983,+00.002344,+00.002804
+149.280,-021.105,-006.212,-0.108,+0.018,+2.541,-03.4360,+00.9910,-08.7780,+00.002891,+00.001963,+00.001380
+149.283,-021.099,-006.207,-0.113,+0.008,+2.546,-03.4060,+00.9120,-08.8010,+00.003009,+00.007907,+00.001183
+149.284,-021.093,-006.203,-0.122,-0.012,+2.562,-03.4180,+00.9240,-08.7730,+00.003733,+00.005662,+00.003781
+149.286,-021.086,-006.199,-0.108,+0.033,+2.546,-03.4460,+00.9380,-08.7770,+00.004943,+00.006446,+00.002055
+149.289,-021.075,-006.194,-0.113,-0.007,+2.557,-03.3810,+00.9950,-08.7700,+00.006684,+00.009565,+00.002598
+149.288,-021.063,-006.182,-0.113,-0.012,+2.573,-03.4170,+00.9640,-08.7730,+00.011665,+00.012227,+00.000481
+149.285,-021.049,-006.164,-0.108,+0.018,+2.552,-03.3850,+00.9460,-08.7610,+00.019837,+00.013251,-00.000365
+149.282,-021.036,-006.139,-0.113,+0.018,+2.519,-03.4200,+00.9440,-08.7640,+00.024545,+00.011765,-00.002311
+149.278,-021.020,-006.110,-0.108,+0.003,+2.546,-03.4000,+00.9490,-08.7640,+00.027182,+00.013402,-00.003518
+149.274,-021.003,-006.081,-0.113,+0.043,+2.551,-03.3770,+00.9270,-08.7800,+00.020366,+00.015913,-00.001682
+149.274,-020.984,-006.068,-0.122,+0.028,+2.551,-03.3900,+00.9550,-08.7450,+00.004435,+00.016976,+00.001877
+149.276,-020.966,-006.053,-0.122,+0.003,+2.573,-03.3540,+00.9380,-08.8100,+00.015258,+00.017157,+00.001903
+149.277,-020.948,-006.035,-0.122,+0.033,+2.573,-03.3790,+00.9460,-08.7950,+00.015077,+00.014802,+00.002280
+149.277,-020.930,-006.017,-0.127,+0.003,+2.562,-03.3650,+00.9490,-08.7680,+00.012181,+00.012905,-00.000375
+149.278,-020.912,-006.011,-0.122,+0.003,+2.584,-03.3720,+00.8960,-08.7780,+00.003423,+00.013350,+00.005366
+149.283,-020.895,-006.006,-0.113,+0.003,+2.563,-03.3910,+00.9130,-08.8040,+00.005372,+00.014737,+00.005973
+149.290,-020.877,-006.003,-0.118,-0.002,+2.552,-03.3750,+00.9860,-08.7790,+00.010813,+00.011701,+00.008683
+149.299,-020.862,-005.989,-0.136,-0.007,+2.572,-03.3810,+01.0240,-08.7790,+00.016109,+00.011273,+00.007580
+149.306,-020.834,-005.978,-0.127,+0.018,+2.546,-03.3200,+00.9730,-08.7700,+00.012562,+00.025590,+00.012614
+149.325,-020.801,-005.984,-0.113,-0.002,+2.546,-03.3590,+00.8330,-08.7870,-00.008937,+00.037898,+00.024667
+149.366,-020.756,-006.018,-0.122,+0.003,+2.562,-03.3170,+00.8000,-08.6830,-00.013951,+00.038684,+00.046396
+149.435,-020.704,-006.086,-0.122,+0.003,+2.557,-03.3110,+00.7490,-08.7850,-00.049334,+00.042908,+00.067498
+149.524,-020.649,-006.194,-0.132,+0.008,+2.556,-03.3660,+00.7730,-08.8000,-00.078057,+00.040628,+00.084928
+149.604,-020.584,-006.300,-0.141,+0.023,+2.572,-03.2030,+01.0740,-08.7940,-00.073707,+00.054628,+00.053900
+149.632,-020.514,-006.395,-0.132,+0.008,+2.545,-03.4170,+01.2200,-08.7760,-00.060388,+00.064337,+00.014718
+149.601,-020.426,-006.398,-0.136,-0.002,+2.551,-03.3330,+01.3500,-08.8320,+00.022883,+00.084787,-00.036867
+149.525,-020.334,-006.320,-0.136,-0.002,+2.589,-03.3360,+01.0520,-08.8080,+00.054327,+00.086672,-00.055427
+149.469,-020.270,-006.249,-0.136,+0.023,+2.561,-03.0970,+00.7750,-08.7350,+00.022141,+00.042103,-00.029170
+149.463,-020.233,-006.258,-0.141,-0.017,+2.551,-03.1500,+00.7460,-08.8120,-00.033447,+00.017275,+00.016604
+149.497,-020.238,-006.338,-0.150,-0.017,+2.561,-03.2410,+00.9800,-08.8210,-00.076276,-00.016076,+00.028242
+149.539,-020.272,-006.450,-0.136,+0.003,+2.551,-03.3350,+01.0740,-08.8450,-00.084047,-00.037955,+00.028287
+149.568,-020.303,-006.538,-0.146,+0.013,+2.556,-03.2700,+01.0700,-08.8620,-00.061470,-00.022893,+00.015534
+149.575,-020.323,-006.600,-0.132,-0.027,+2.562,-03.2790,+01.0210,-08.8530,-00.045679,-00.016291,-00.000131
+149.571,-020.339,-006.638,-0.146,-0.002,+2.567,-03.3140,+01.0220,-08.8230,-00.026599,-00.012117,-00.011799
+149.554,-020.347,-006.643,-0.141,-0.007,+2.556,-03.2570,+01.0520,-08.8390,-00.000230,-00.000599,-00.019246
+149.517,-020.347,-006.607,-0.136,-0.012,+2.567,-03.2990,+01.0400,-08.8200,+00.035084,+00.008280,-00.039552
+149.449,-020.341,-006.514,-0.146,+0.003,+2.534,-03.3190,+01.0730,-08.8320,+00.076948,+00.012750,-00.066530
+149.355,-020.334,-006.378,-0.146,-0.007,+2.534,-03.2840,+00.9500,-08.8690,+00.087908,+00.015430,-00.081057
+149.253,-020.334,-006.227,-0.136,-0.007,+2.578,-03.1890,+00.9520,-08.7650,+00.095667,-00.004033,-00.085492
+149.148,-020.355,-006.081,-0.141,-0.002,+2.540,-03.1680,+00.8950,-08.7760,+00.091712,-00.013298,-00.090553
+149.037,-020.390,-005.954,-0.150,+0.008,+2.545,-03.2160,+00.8540,-08.7620,+00.071756,-00.032111,-00.095476
+148.919,-020.454,-005.845,-0.132,+0.018,+2.578,-03.3850,+00.9010,-08.9170,+00.052193,-00.052067,-00.109688
+148.792,-020.522,-005.748,-0.132,+0.028,+2.540,-03.2570,+00.6910,-08.7050,+00.031037,-00.054720,-00.104342
+148.680,-020.597,-005.685,-0.136,+0.033,+2.540,-03.2830,+00.7780,-08.7440,+00.009641,-00.054741,-00.090123
+148.582,-020.679,-005.659,-0.136,-0.002,+2.572,-03.1790,+00.8940,-08.7240,-00.008360,-00.061896,-00.089406
+148.460,-020.775,-005.637,-0.136,+0.023,+2.540,-03.2790,+00.7270,-08.6790,-00.023230,-00.078982,-00.116553
+148.322,-020.904,-005.624,-0.127,-0.007,+2.551,-03.1750,+00.8540,-08.7340,-00.037356,-00.117692,-00.131451
+148.194,-021.069,-005.642,-0.113,-0.007,+2.568,-03.3620,+00.6850,-08.7020,-00.072623,-00.147362,-00.105621
+148.113,-021.279,-005.704,-0.118,+0.018,+2.557,-03.3540,+00.9150,-08.7360,-00.075751,-00.189760,-00.079666
+148.032,-021.527,-005.742,-0.108,-0.012,+2.547,-03.3560,+00.9030,-08.6950,-00.052955,-00.226473,-00.093035
+147.923,-021.844,-005.734,-0.099,-0.002,+2.569,-03.5670,+01.0270,-08.8460,-00.001969,-00.294377,-00.128316
