Yaw,Pitch,Roll,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
-076.556,-022.810,+013.186,+1.013,+1.095,+2.365,-03.6890,-02.0320,-08.5260,-00.008282,+00.013872,-00.001225
-076.556,-022.799,+013.178,+1.017,+1.135,+2.365,-03.7120,-01.8960,-08.4800,-00.004199,+00.009543,-00.001182
-076.558,-022.792,+013.178,+1.017,+1.120,+2.360,-03.7320,-01.9900,-08.5270,+00.000082,+00.009336,-00.002988
-076.566,-022.785,+013.182,+1.017,+1.105,+2.365,-03.7360,-01.9620,-08.5190,+00.002941,+00.007607,-00.006156
-076.571,-022.764,+013.189,+1.013,+1.115,+2.365,-03.6150,-02.0400,-08.4770,+00.003211,+00.021817,-00.005897
-076.572,-022.736,+013.195,+1.013,+1.120,+2.376,-03.6200,-02.0390,-08.5180,+00.006774,+00.024105,-00.006784
-076.577,-022.706,+013.203,+1.013,+1.120,+2.370,-03.7010,-01.9120,-08.5530,+00.010162,+00.022882,-00.011778
-076.591,-022.679,+013.223,+1.003,+1.095,+2.370,-03.6410,-02.0220,-08.5290,+00.016656,+00.022727,-00.015712
-076.606,-022.651,+013.245,+1.017,+1.125,+2.365,-03.6610,-02.0370,-08.4950,+00.009501,+00.020455,-00.016701
-076.618,-022.626,+013.269,+1.008,+1.120,+2.359,-03.6570,-01.9860,-08.5030,+00.015809,+00.014025,-00.015033
-076.637,-022.614,+013.297,+0.999,+1.105,+2.370,-03.6260,-02.0480,-08.4790,+00.017657,+00.002694,-00.016276
-076.660,-022.609,+013.327,+1.013,+1.120,+2.370,-03.6280,-02.0230,-08.4980,+00.018936,-00.002794,-00.016539
-076.678,-022.600,+013.350,+1.003,+1.125,+2.354,-03.6490,-01.9920,-08.5540,+00.015839,+00.006024,-00.015278
-076.699,-022.595,+013.375,+0.999,+1.120,+2.391,-03.6530,-02.0250,-08.4570,+00.012736,+00.000439,-00.017845
-076.719,-022.587,+013.396,+0.999,+1.120,+2.370,-03.5890,-02.0460,-08.4610,+00.007247,+00.000690,-00.010989
-076.727,-022.585,+013.408,+1.017,+1.110,+2.381,-03.6220,-02.0680,-08.4880,+00.004715,-00.004478,-00.000659
-076.729,-022.588,+013.417,+1.003,+1.110,+2.359,-03.6290,-02.0300,-08.5060,+00.007850,-00.000332,+00.000411
-076.731,-022.587,+013.426,+0.999,+1.140,+2.370,-03.6380,-02.0490,-08.4720,+00.005074,+00.000862,-00.002031
-076.734,-022.580,+013.427,+0.999,+1.135,+2.348,-03.6830,-02.0160,-08.5110,-00.000491,+00.011280,-00.004940
-076.740,-022.568,+013.432,+1.013,+1.115,+2.370,-03.6750,-02.0590,-08.5030,+00.003409,+00.009835,-00.006198
-076.744,-022.549,+013.435,+0.999,+1.135,+2.370,-03.7000,-02.0560,-08.5230,+00.000441,+00.023513,-00.006709
-076.747,-022.516,+013.428,+1.008,+1.105,+2.354,-03.5910,-02.0320,-08.4830,-00.012760,+00.032469,-00.007482
-076.748,-022.476,+013.411,+1.013,+1.120,+2.397,-03.6240,-02.0390,-08.4950,-00.016791,+00.036073,-00.006783
-076.743,-022.431,+013.387,+1.003,+1.125,+2.359,-03.6280,-02.0230,-08.5540,-00.013830,+00.042577,-00.004906
-076.735,-022.380,+013.366,+0.989,+1.130,+2.369,-03.5630,-02.0690,-08.4730,-00.028437,+00.046153,+00.000170
-076.718,-022.326,+013.327,+1.008,+1.105,+2.397,-03.5680,-02.0270,-08.5020,-00.030039,+00.043413,+00.006456
-076.701,-022.285,+013.283,+0.999,+1.130,+2.375,-03.5620,-02.0020,-08.5280,-00.030857,+00.033984,+00.003865
-076.692,-022.252,+013.247,+0.999,+1.140,+2.359,-03.5340,-02.0470,-08.5680,-00.027158,+00.026393,+00.002135
-076.687,-022.229,+013.215,+0.994,+1.120,+2.380,-03.5440,-02.0050,-08.5330,-00.029478,+00.018153,+00.001989
-076.680,-022.210,+013.181,+0.999,+1.120,+2.375,-03.5750,-02.0090,-08.5180,-00.027611,+00.013430,+00.002836
-076.675,-022.201,+013.153,+0.989,+1.130,+2.364,-03.5800,-02.0010,-08.5530,-00.021056,+00.006641,+00.002522
-076.673,-022.193,+013.127,+0.989,+1.135,+2.369,-03.5910,-02.0030,-08.5340,-00.025266,+00.009229,+00.002620
-076.670,-022.181,+013.095,+0.989,+1.120,+2.375,-03.5800,-01.9930,-08.5650,-00.027430,+00.013352,-00.002358
-076.673,-022.162,+013.062,+0.989,+1.115,+2.397,-03.5590,-01.9910,-08.5320,-00.026510,+00.017669,-00.005991
-076.674,-022.142,+013.037,+0.989,+1.095,+2.402,-03.5300,-02.0200,-08.5170,-00.025759,+00.016521,-00.001438
-076.667,-022.125,+013.005,+0.999,+1.135,+2.381,-03.5140,-01.9040,-08.5320,-00.024451,+00.012870,+00.004604
-076.660,-022.114,+012.974,+0.980,+1.120,+2.369,-03.5840,-01.9670,-08.5740,-00.022696,+00.009799,+00.003959
-076.655,-022.106,+012.941,+0.980,+1.090,+2.385,-03.5360,-01.9380,-08.5230,-00.024466,+00.010647,+00.000714
-076.659,-022.092,+012.907,+0.989,+1.140,+2.380,-03.6390,-01.9630,-08.5940,-00.032905,+00.016098,-00.010245
-076.666,-022.062,+012.872,+0.999,+1.125,+2.359,-03.5490,-01.9110,-08.5690,-00.037306,+00.029602,-00.009362
-076.661,-022.030,+012.834,+0.980,+1.096,+2.413,-03.4810,-02.0280,-08.4920,-00.032741,+00.026459,+00.003266
-076.647,-022.010,+012.794,+0.999,+1.115,+2.381,-03.5180,-01.9300,-08.5230,-00.027959,+00.014457,+00.009140
-076.633,-022.004,+012.755,+0.994,+1.090,+2.381,-03.5210,-01.9150,-08.5100,-00.027775,+00.005684,+00.007820
-076.623,-021.997,+012.723,+0.989,+1.105,+2.397,-03.5600,-01.8900,-08.5360,-00.023357,+00.008682,+00.004544
-076.619,-021.985,+012.686,+0.989,+1.105,+2.386,-03.6150,-01.8700,-08.4650,-00.044540,+00.010088,+00.001454
-076.614,-021.965,+012.649,+0.980,+1.100,+2.380,-03.5240,-01.9310,-08.6040,-00.033101,+00.021028,+00.001476
