Yaw,Pitch,Roll,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
-144.697,-029.919,+010.113,+0.214,+0.676,+2.506,-04.6540,-01.4860,-08.0500,-00.023676,+00.013648,+00.013348
-144.680,-029.910,+010.084,+0.223,+0.690,+2.480,-04.6540,-01.4280,-08.0580,-00.017828,+00.004873,+00.010499
-144.666,-029.903,+010.059,+0.219,+0.666,+2.501,-04.5800,-01.4610,-08.0680,-00.023124,+00.008839,+00.008400
-144.653,-029.894,+010.042,+0.219,+0.671,+2.507,-04.6330,-01.4330,-08.0610,-00.011361,+00.010288,+00.006616
-144.641,-029.892,+010.024,+0.237,+0.710,+2.486,-04.7690,-01.3680,-08.1690,-00.009435,+00.010722,+00.007870
-144.629,-029.883,+010.005,+0.214,+0.671,+2.496,-04.7570,-01.4390,-08.1150,-00.008055,+00.008192,+00.008297
-144.620,-029.880,+010.005,+0.228,+0.676,+2.491,-04.8750,-01.3780,-08.1940,-00.014882,+00.005424,+00.011403
-144.611,-029.874,+009.995,+0.228,+0.735,+2.506,-04.7100,-01.4970,-08.0890,-00.005216,+00.005181,+00.004224
-144.604,-029.872,+009.988,+0.223,+0.666,+2.491,-04.6670,-01.4680,-08.0030,-00.003238,+00.002821,+00.003515
-144.597,-029.872,+009.981,+0.223,+0.666,+2.507,-04.6950,-01.4450,-08.0790,-00.003158,+00.000130,+00.004625
-144.590,-029.877,+009.975,+0.228,+0.690,+2.496,-04.6990,-01.4190,-08.0990,+00.001108,-00.010403,+00.004552
-144.584,-029.882,+009.974,+0.228,+0.676,+2.496,-04.7110,-01.4570,-08.0660,-00.002659,-00.003566,+00.005219
-144.577,-029.891,+009.970,+0.223,+0.661,+2.496,-04.6880,-01.4470,-08.0800,-00.000751,-00.009160,+00.006679
-144.570,-029.907,+009.965,+0.223,+0.690,+2.485,-04.7350,-01.4860,-08.0420,-00.000797,-00.016255,+00.006777
-144.564,-029.926,+009.964,+0.219,+0.690,+2.485,-04.6920,-01.3850,-08.0250,+00.002407,-00.017622,+00.005115
-144.560,-029.947,+009.962,+0.228,+0.661,+2.496,-04.6800,-01.3850,-07.9930,+00.003109,-00.019258,+00.004105
-144.557,-029.969,+009.966,+0.228,+0.680,+2.485,-04.7200,-01.4560,-08.0790,+00.006307,-00.019198,+00.002954
-144.557,-029.991,+009.975,+0.233,+0.666,+2.496,-04.7000,-01.4080,-08.0640,+00.008355,-00.020341,+00.003858
-144.553,-030.017,+009.982,+0.233,+0.680,+2.512,-04.7770,-01.3840,-08.0890,+00.006498,-00.022629,+00.006849
-144.549,-030.042,+009.989,+0.242,+0.685,+2.491,-04.7620,-01.4600,-08.1090,+00.007288,-00.022521,+00.007312
-144.547,-030.068,+010.002,+0.219,+0.700,+2.496,-04.7480,-01.4460,-08.0990,+00.017187,-00.024572,+00.003775
-144.549,-030.096,+010.029,+0.233,+0.675,+2.491,-04.7760,-01.4450,-08.1170,+00.008345,-00.024830,+00.001795
-144.546,-030.115,+010.028,+0.237,+0.690,+2.480,-04.7940,-01.4330,-08.0510,+00.008177,-00.024283,+00.002111
-144.547,-030.129,+010.036,+0.223,+0.671,+2.485,-04.7680,-01.4490,-08.0670,+00.008583,-00.016008,+00.002228
-144.548,-030.144,+010.044,+0.233,+0.676,+2.507,-04.7630,-01.4480,-08.0440,+00.005093,-00.011333,+00.001640
-144.545,-030.153,+010.050,+0.237,+0.690,+2.491,-04.7340,-01.4460,-07.9640,+00.000672,-00.011501,+00.004486
-144.543,-030.163,+010.049,+0.247,+0.670,+2.497,-04.8100,-01.4230,-08.0880,-00.001404,-00.006275,+00.003172
-144.540,-030.167,+010.044,+0.228,+0.661,+2.507,-04.7370,-01.4210,-08.0930,-00.001421,-00.000974,+00.001551
-144.532,-030.168,+010.037,+0.242,+0.700,+2.480,-04.7570,-01.4420,-08.0580,-00.005037,+00.000813,+00.008239
-144.523,-030.170,+010.030,+0.237,+0.675,+2.497,-04.7490,-01.4220,-08.0630,-00.002774,-00.001758,+00.005164
-144.516,-030.174,+010.024,+0.233,+0.671,+2.507,-04.7750,-01.4320,-08.0890,-00.001722,-00.003032,+00.004532
-144.511,-030.179,+010.022,+0.237,+0.675,+2.491,-04.7470,-01.4110,-08.0860,+00.000479,-00.003605,+00.004055
-144.507,-030.188,+010.020,+0.247,+0.680,+2.475,-04.7630,-01.4130,-08.0900,+00.002635,-00.004815,+00.003231
-144.501,-030.198,+010.019,+0.228,+0.681,+2.507,-04.7700,-01.4050,-08.0410,+00.001900,-00.008405,+00.005258
-144.496,-030.207,+010.018,+0.237,+0.700,+2.491,-04.7900,-01.4290,-08.0580,+00.000069,-00.005678,+00.006224
-144.489,-030.215,+010.013,+0.233,+0.671,+2.496,-04.7850,-01.4350,-08.1040,-00.002954,-00.004749,+00.007982
-144.480,-030.221,+010.009,+0.247,+0.675,+2.508,-04.7580,-01.4330,-08.0750,+00.003191,-00.003719,+00.006584
-144.471,-030.227,+010.023,+0.247,+0.695,+2.475,-04.7920,-01.3960,-08.0600,-00.004333,-00.004777,+00.008339
-144.461,-030.236,+010.012,+0.228,+0.705,+2.496,-04.7970,-01.4030,-08.0990,-00.003888,-00.008709,+00.008033
-144.453,-030.249,+010.009,+0.228,+0.676,+2.502,-04.7670,-01.4290,-08.1010,+00.001618,-00.009702,+00.007732
-144.447,-030.262,+010.009,+0.247,+0.700,+2.486,-04.7550,-01.4220,-08.0850,+00.003117,-00.011837,+00.005375
-144.442,-030.280,+010.011,+0.242,+0.680,+2.486,-04.7890,-01.4370,-08.0720,+00.004979,-00.015831,+00.007070
-144.439,-030.297,+010.021,+0.242,+0.676,+2.518,-04.8090,-01.4170,-08.0820,+00.010656,-00.016666,+00.003914
-144.439,-030.319,+010.040,+0.251,+0.685,+2.492,-04.7600,-01.3960,-08.0560,+00.008037,-00.019467,+00.005702
-144.436,-030.343,+010.048,+0.237,+0.675,+2.497,-04.7820,-01.4340,-08.0200,+00.007994,-00.020286,+00.006034
-144.434,-030.367,+010.055,+0.228,+0.661,+2.502,-04.8190,-01.4610,-08.0460,+00.008012,-00.017914,+00.003459
-144.432,-030.388,+010.062,+0.247,+0.695,+2.491,-04.7960,-01.4410,-08.0330,+00.006050,-00.016985,+00.003613
-144.431,-030.406,+010.069,+0.242,+0.675,+2.481,-04.8030,-01.4340,-08.0740,+00.006453,-00.013138,+00.002609
-144.430,-030.416,+010.073,+0.247,+0.680,+2.502,-04.8070,-01.4170,-08.0660,+00.003361,-00.005959,+00.002282
-144.430,-030.421,+010.076,+0.256,+0.690,+2.492,-04.8060,-01.4180,-08.0780,+00.001100,-00.002366,+00.000803
-144.430,-030.424,+010.077,+0.251,+0.685,+2.492,-04.7890,-01.4590,-08.0690,-00.000090,-00.002213,+00.001818
