Yaw,Pitch,Roll,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
-148.897,-021.938,+006.142,+1.253,-0.666,+2.556,-03.5230,-00.9430,-08.7410,+00.000486,+00.002022,-00.000477
-148.898,-021.935,+006.143,+1.248,-0.646,+2.556,-03.5080,-00.9430,-08.6920,+00.000344,+00.002282,+00.000255
-148.897,-021.931,+006.144,+1.257,-0.646,+2.588,-03.5050,-00.9640,-08.6980,+00.000327,+00.001919,-00.000423
-148.896,-021.928,+006.142,+1.257,-0.661,+2.562,-03.5170,-00.9390,-08.7230,-00.001737,+00.003941,+00.001172
-148.897,-021.927,+006.143,+1.248,-0.666,+2.556,-03.6440,-00.8690,-08.8270,+00.004954,-00.001370,-00.003345
-148.903,-021.920,+006.148,+1.253,-0.646,+2.593,-03.5730,-00.9820,-08.7370,+00.000589,+00.002651,-00.003517
-148.906,-021.916,+006.150,+1.239,-0.661,+2.561,-03.5690,-00.9430,-08.7530,+00.002142,+00.004927,-00.003115
-148.909,-021.911,+006.151,+1.253,-0.676,+2.572,-03.5550,-00.9170,-08.7130,+00.000545,+00.004628,-00.003252
-148.912,-021.904,+006.152,+1.253,-0.641,+2.593,-03.5110,-00.9850,-08.7030,-00.001032,+00.006501,-00.002937
-148.914,-021.898,+006.153,+1.248,-0.636,+2.572,-03.5110,-00.9230,-08.6670,-00.001102,+00.004873,-00.001874
-148.914,-021.893,+006.151,+1.253,-0.661,+2.583,-03.4870,-00.9180,-08.7150,-00.001668,+00.004213,-00.000422
-148.914,-021.892,+006.147,+1.243,-0.666,+2.588,-03.5600,-00.9150,-08.7120,-00.001675,+00.001214,+00.000767
-148.914,-021.892,+006.146,+1.253,-0.666,+2.578,-03.5560,-00.9240,-08.7090,-00.001127,-00.000253,-00.001270
-148.915,-021.890,+006.146,+1.243,-0.651,+2.561,-03.5210,-00.9260,-08.6960,-00.000595,+00.004034,-00.001681
-148.918,-021.886,+006.147,+1.243,-0.671,+2.577,-03.5230,-00.9410,-08.7400,+00.000626,+00.002505,-00.002624
-148.920,-021.881,+006.149,+1.257,-0.666,+2.572,-03.5050,-00.9610,-08.7410,+00.000035,+00.003792,-00.000789
-148.920,-021.877,+006.150,+1.248,-0.676,+2.583,-03.5150,-00.9470,-08.6990,-00.000487,-00.000500,+00.000548
-148.920,-021.874,+006.150,+1.253,-0.666,+2.583,-03.5050,-00.9150,-08.7490,-00.000273,-00.000007,+00.000951
-148.919,-021.874,+006.149,+1.257,-0.636,+2.572,-03.5230,-00.9310,-08.7200,-00.000646,-00.000252,+00.001313
-148.917,-021.876,+006.147,+1.248,-0.671,+2.577,-03.5170,-00.9090,-08.6820,+00.000177,-00.000474,+00.000625
-148.916,-021.876,+006.148,+1.243,-0.671,+2.593,-03.5010,-00.9220,-08.7140,+00.000267,-00.001951,+00.001647
-148.913,-021.880,+006.146,+1.262,-0.661,+2.578,-03.5150,-00.9370,-08.7060,-00.000281,-00.003184,+00.002597
-148.911,-021.883,+006.147,+1.248,-0.636,+2.556,-03.5150,-00.9270,-08.7320,+00.001258,-00.004599,+00.002482
-148.909,-021.890,+006.147,+1.248,-0.641,+2.577,-03.5570,-00.9200,-08.7000,+00.000883,-00.004244,-00.000099
